space_type,area_sqm,length_m,width_m,sunlight_hours,shade_level,wind_exposure,water_access,drainage_quality,avg_day_temp_c,peak_surface_temp_c,humidity_pct,rainfall_level,heat_island_score,maintenance_level,budget_level,preferred_style,edible_preference,flowering_preference,pet_safe_required,irrigation_allowed,data_source,species_aloe_vera,species_basil_sweet,species_bougainvillea,species_cherry_tomato,species_chilli,species_coriander,species_curry_leaf,species_geranium_pelargonium,species_hibiscus,species_jade_plant,species_lemongrass,species_malabar_spinach,species_marigold,species_mint,species_plumeria,species_portulaca,species_pothos,species_prickly_pear,species_sedum,species_snake_plant,species_spider_plant,species_tulsi_holy,species_vinca,species_zinnia
ROOFTOP_outdoor,11.28,3.03,3.72,7.4,LOW,0.533,SPOUT_NEAR,GOOD,31.4,46.8,81,DRY,0.381,2,3,food_garden,1,1,0,0,synthetic_bootstrap_v1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
BALCONY_outdoor,3.03,2.0,1.51,6.7,LOW,0.257,CARRY_BUCKETS,OK,31.7,41.8,49,MODERATE,0.884,0,2,ornamental_color,0,1,0,1,synthetic_bootstrap_v1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
BALCONY_outdoor,3.25,1.66,1.96,7.9,LOW,0.567,CARRY_BUCKETS,OK,30.0,39.8,63,MODERATE,0.675,3,1,ornamental_color,1,1,0,1,synthetic_bootstrap_v1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
BALCONY_outdoor,6.26,2.71,2.31,7.0,MEDIUM,0.109,SPOUT_NEAR,POOR,30.9,48.5,55,MODERATE,0.865,2,1,food_garden,0,0,0,1,synthetic_bootstrap_v1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
BALCONY_outdoor,4.52,2.56,1.77,5.1,LOW,0.595,HOSE_ON_DECK,GOOD,29.0,36.1,68,MODERATE,0.932,1,3,food_garden,1,0,0,1,synthetic_bootstrap_v1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TERRACE_outdoor,4.72,2.31,2.04,8.8,LOW,0.461,SPOUT_NEAR,OK,34.9,44.0,53,DRY,0.754,1,2,food_garden,0,0,0,1,synthetic_bootstrap_v1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
BALCONY_indoor,1.5,1.17,1.28,2.3,HIGH,0.419,CARRY_BUCKETS,GOOD,35.3,49.8,47,DRY,0.829,2,1,mixed_edible_ornamental,1,1,0,0,synthetic_bootstrap_v1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
ROOFTOP_outdoor,2.48,1.72,1.44,8.4,MEDIUM,0.565,CARRY_BUCKETS,OK,29.7,48.6,88,MODERATE,0.959,3,0,mixed_edible_ornamental,1,0,0,1,synthetic_bootstrap_v1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
ROOFTOP_outdoor,1.65,1.12,1.47,6.8,MEDIUM,0.494,CARRY_BUCKETS,OK,30.8,39.6,34,MODERATE,0.708,2,2,cooling_green,0,1,0,1,synthetic_bootstrap_v1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1
ROOFTOP_outdoor,4.17,2.39,1.74,5.8,MEDIUM,0.352,CARRY_BUCKETS,GOOD,29.0,45.3,58,DRY,0.61,3,2,food_garden,1,0,0,1,synthetic_bootstrap_v1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0
TERRACE_outdoor,4.14,1.86,2.23,9.0,LOW,0.895,CARRY_BUCKETS,OK,40.4,56.9,61,MODERATE,0.817,2,2,mixed_edible_ornamental,1,1,1,1,synthetic_bootstrap_v1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
ROOFTOP_outdoor,2.63,1.83,1.44,8.2,MEDIUM,0.811,HOSE_ON_DECK,GOOD,34.2,52.4,62,HEAVY,0.509,3,2,food_garden,1,1,0,1,synthetic_bootstrap_v1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
BALCONY_outdoor,6.53,2.81,2.32,3.4,HIGH,0.198,HOSE_ON_DECK,GOOD,37.0,51.1,82,MODERATE,0.547,2,2,food_garden,1,1,1,1,synthetic_bootstrap_v1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
BALCONY_outdoor,2.63,1.96,1.34,3.1,HIGH,0.73,SPOUT_NEAR,GOOD,31.5,38.9,42,DRY,0.742,2,1,food_garden,0,1,1,0,synthetic_bootstrap_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1
ROOFTOP_outdoor,3.83,2.0,1.92,10.8,LOW,0.48,CARRY_BUCKETS,OK,37.8,51.2,85,MODERATE,0.533,0,2,mixed_edible_ornamental,0,1,0,1,synthetic_bootstrap_v1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
TERRACE_outdoor,9.73,2.78,3.5,5.5,MEDIUM,0.421,RAIN_ONLY,GOOD,34.4,49.6,59,DRY,0.489,3,3,cooling_green,0,0,0,0,synthetic_bootstrap_v1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
BALCONY_outdoor,4.91,2.47,1.99,7.1,LOW,0.481,SPOUT_NEAR,POOR,29.7,46.1,48,DRY,0.893,1,0,food_garden,1,1,1,0,synthetic_bootstrap_v1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1
ROOFTOP_outdoor,3.35,2.24,1.5,7.3,MEDIUM,0.772,CARRY_BUCKETS,POOR,29.7,44.9,43,HEAVY,0.532,2,1,mixed_edible_ornamental,1,1,0,1,synthetic_bootstrap_v1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
BALCONY_outdoor,8.59,2.72,3.16,8.8,MEDIUM,0.732,RAIN_ONLY,GOOD,34.4,48.3,45,MODERATE,0.454,2,2,mixed_edible_ornamental,1,1,0,1,synthetic_bootstrap_v1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
BALCONY_indoor,4.74,2.19,2.16,2.8,HIGH,0.484,CARRY_BUCKETS,OK,34.3,41.0,83,MODERATE,0.934,1,2,food_garden,0,1,0,1,synthetic_bootstrap_v1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
BALCONY_outdoor,1.79,1.43,1.25,8.7,LOW,0.499,HOSE_ON_DECK,OK,37.9,54.5,81,HEAVY,0.942,1,2,mixed_edible_ornamental,1,0,0,1,synthetic_bootstrap_v1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
ROOFTOP_outdoor,2.54,1.66,1.53,5.5,MEDIUM,0.723,HOSE_ON_DECK,GOOD,29.9,42.9,55,MODERATE,0.583,2,1,food_garden,1,1,1,1,synthetic_bootstrap_v1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
BALCONY_outdoor,3.16,2.1,1.5,8.5,MEDIUM,0.802,CARRY_BUCKETS,OK,39.5,46.5,67,DRY,0.731,0,1,ornamental_color,0,0,0,1,synthetic_bootstrap_v1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
ROOFTOP_outdoor,15.42,4.58,3.37,8.1,LOW,0.87,SPOUT_NEAR,OK,39.1,46.3,80,MODERATE,0.559,0,3,cooling_green,1,0,0,1,synthetic_bootstrap_v1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
TERRACE_outdoor,1.94,1.66,1.17,9.1,LOW,0.419,CARRY_BUCKETS,OK,34.7,41.2,59,MODERATE,0.663,2,1,cooling_green,1,1,0,1,synthetic_bootstrap_v1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
BALCONY_outdoor,4.73,2.03,2.33,5.6,MEDIUM,0.361,CARRY_BUCKETS,GOOD,30.7,42.9,53,MODERATE,0.741,3,2,mixed_edible_ornamental,1,0,0,1,synthetic_bootstrap_v1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
BALCONY_outdoor,5.97,2.56,2.33,3.7,MEDIUM,0.679,SPOUT_NEAR,GOOD,37.6,46.9,83,HEAVY,0.76,3,1,minimal_low_care,0,0,0,1,synthetic_bootstrap_v1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0
ROOFTOP_indoor,2.52,1.62,1.56,5.3,MEDIUM,0.142,SPOUT_NEAR,GOOD,29.9,38.4,74,MODERATE,0.657,3,0,food_garden,0,0,1,1,synthetic_bootstrap_v1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1
ROOFTOP_outdoor,3.38,2.24,1.51,7.1,LOW,0.258,RAIN_ONLY,GOOD,39.9,57.7,72,DRY,0.71,2,2,ornamental_color,1,1,0,1,synthetic_bootstrap_v1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
TERRACE_outdoor,4.31,2.26,1.91,10.2,LOW,0.385,CARRY_BUCKETS,POOR,34.1,48.3,83,MODERATE,0.425,2,1,food_garden,1,0,0,1,synthetic_bootstrap_v1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
ROOFTOP_outdoor,4.14,2.28,1.82,5.1,LOW,0.214,CARRY_BUCKETS,GOOD,37.3,47.8,42,HEAVY,0.911,3,1,ornamental_color,0,0,1,1,synthetic_bootstrap_v1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1
BALCONY_indoor,1.81,1.55,1.17,3.8,LOW,0.784,CARRY_BUCKETS,OK,30.7,45.8,69,MODERATE,0.591,1,0,mixed_edible_ornamental,0,0,1,1,synthetic_bootstrap_v1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TERRACE_outdoor,1.5,1.36,1.1,9.5,LOW,0.734,SPOUT_NEAR,OK,30.4,42.0,32,MODERATE,0.655,1,2,ornamental_color,1,1,0,1,synthetic_bootstrap_v1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
BALCONY_outdoor,12.86,4.27,3.01,4.9,MEDIUM,0.771,SPOUT_NEAR,GOOD,31.0,41.9,57,HEAVY,0.398,2,3,food_garden,1,1,1,1,synthetic_bootstrap_v1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1
ROOFTOP_outdoor,2.44,1.83,1.33,5.3,MEDIUM,0.427,SPOUT_NEAR,OK,28.2,46.9,76,DRY,0.901,0,2,mixed_edible_ornamental,0,0,1,0,synthetic_bootstrap_v1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
TERRACE_outdoor,3.43,1.71,2.01,7.1,MEDIUM,0.215,HOSE_ON_DECK,POOR,34.7,52.0,54,MODERATE,0.936,2,2,ornamental_color,1,1,1,1,synthetic_bootstrap_v1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
TERRACE_outdoor,3.64,2.23,1.63,7.0,LOW,0.206,HOSE_ON_DECK,GOOD,30.3,37.1,36,MODERATE,0.678,2,2,ornamental_color,1,1,1,0,synthetic_bootstrap_v1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1
ROOFTOP_outdoor,4.22,2.21,1.91,11.3,LOW,0.45,HOSE_ON_DECK,GOOD,28.4,36.2,39,MODERATE,0.793,3,1,food_garden,1,0,0,1,synthetic_bootstrap_v1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ROOFTOP_outdoor,4.54,2.23,2.04,5.1,MEDIUM,0.946,HOSE_ON_DECK,POOR,30.3,37.1,42,MODERATE,0.584,1,1,mixed_edible_ornamental,0,0,0,1,synthetic_bootstrap_v1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
ROOFTOP_outdoor,7.83,2.48,3.16,9.9,LOW,0.555,SPOUT_NEAR,OK,32.5,51.5,47,MODERATE,0.463,2,1,cooling_green,1,1,1,1,synthetic_bootstrap_v1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1
ROOFTOP_outdoor,1.88,1.48,1.27,7.9,LOW,0.221,RAIN_ONLY,POOR,34.3,40.8,72,HEAVY,0.813,2,3,mixed_edible_ornamental,1,0,0,1,synthetic_bootstrap_v1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0
TERRACE_outdoor,1.5,1.35,1.11,7.2,MEDIUM,0.915,CARRY_BUCKETS,OK,34.0,50.7,76,MODERATE,0.748,3,3,food_garden,1,0,0,1,synthetic_bootstrap_v1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0
BALCONY_outdoor,5.93,2.64,2.25,8.0,LOW,0.611,SPOUT_NEAR,POOR,38.1,47.3,47,MODERATE,0.494,1,2,food_garden,1,0,0,1,synthetic_bootstrap_v1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
BALCONY_outdoor,4.63,2.36,1.96,8.0,LOW,0.339,SPOUT_NEAR,OK,34.5,45.3,75,MODERATE,0.8,2,2,cooling_green,1,0,0,1,synthetic_bootstrap_v1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
BALCONY_outdoor,5.72,2.3,2.49,7.1,LOW,0.195,CARRY_BUCKETS,POOR,29.8,39.7,32,DRY,0.419,2,3,minimal_low_care,1,1,0,1,synthetic_bootstrap_v1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
ROOFTOP_outdoor,1.83,1.4,1.31,11.4,MEDIUM,0.935,CARRY_BUCKETS,GOOD,28.0,34.7,56,DRY,0.553,2,3,minimal_low_care,1,1,0,1,synthetic_bootstrap_v1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1
ROOFTOP_outdoor,3.58,1.89,1.89,5.2,MEDIUM,0.702,SPOUT_NEAR,OK,28.1,39.1,49,MODERATE,0.497,3,2,cooling_green,1,0,0,1,synthetic_bootstrap_v1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
TERRACE_outdoor,3.91,1.98,1.97,6.7,LOW,0.805,RAIN_ONLY,GOOD,38.7,58.3,45,HEAVY,0.491,0,2,mixed_edible_ornamental,0,1,1,0,synthetic_bootstrap_v1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1
BALCONY_indoor,11.18,4.13,2.71,1.8,HIGH,0.663,CARRY_BUCKETS,OK,33.0,49.4,81,MODERATE,0.592,1,2,food_garden,0,0,0,1,synthetic_bootstrap_v1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALCONY_outdoor,2.17,1.32,1.64,8.5,LOW,0.889,HOSE_ON_DECK,GOOD,35.7,41.8,83,HEAVY,0.518,3,0,minimal_low_care,0,1,0,1,synthetic_bootstrap_v1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
BALCONY_indoor,4.92,2.6,1.89,2.8,MEDIUM,0.487,HOSE_ON_DECK,OK,28.4,39.6,68,DRY,0.854,2,0,food_garden,1,1,1,1,synthetic_bootstrap_v1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
ROOFTOP_outdoor,4.97,2.14,2.32,10.8,LOW,0.39,CARRY_BUCKETS,OK,30.1,48.5,84,MODERATE,0.441,0,1,food_garden,1,0,0,1,synthetic_bootstrap_v1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
ROOFTOP_outdoor,8.83,3.07,2.88,9.1,LOW,0.52,SPOUT_NEAR,GOOD,29.5,37.6,78,DRY,0.701,2,1,food_garden,1,1,1,0,synthetic_bootstrap_v1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0
BALCONY_outdoor,7.42,2.94,2.52,6.5,LOW,0.563,SPOUT_NEAR,POOR,34.7,41.1,49,DRY,0.781,1,2,mixed_edible_ornamental,0,1,0,1,synthetic_bootstrap_v1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0
ROOFTOP_outdoor,4.36,2.4,1.82,8.2,MEDIUM,0.166,CARRY_BUCKETS,GOOD,37.4,44.9,39,MODERATE,0.548,2,3,cooling_green,1,1,1,1,synthetic_bootstrap_v1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1
BALCONY_indoor,4.29,2.38,1.8,4.0,MEDIUM,0.675,SPOUT_NEAR,POOR,30.8,39.8,55,MODERATE,0.606,0,3,cooling_green,0,0,0,1,synthetic_bootstrap_v1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
BALCONY_outdoor,8.69,3.57,2.43,7.8,LOW,0.709,HOSE_ON_DECK,GOOD,31.2,47.8,44,MODERATE,0.668,0,1,food_garden,1,1,1,1,synthetic_bootstrap_v1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
BALCONY_outdoor,1.5,1.28,1.17,7.8,LOW,0.233,HOSE_ON_DECK,OK,34.3,50.7,61,DRY,0.588,1,2,ornamental_color,0,0,0,1,synthetic_bootstrap_v1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
BALCONY_outdoor,11.87,4.08,2.91,6.4,LOW,0.485,RAIN_ONLY,OK,29.3,46.0,41,DRY,0.534,0,2,ornamental_color,1,1,0,0,synthetic_bootstrap_v1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
ROOFTOP_outdoor,22.73,5.83,3.9,5.5,MEDIUM,0.123,CARRY_BUCKETS,POOR,37.6,47.2,68,MODERATE,0.859,1,1,minimal_low_care,0,1,0,1,synthetic_bootstrap_v1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
BALCONY_indoor,4.67,2.59,1.8,2.4,HIGH,0.335,HOSE_ON_DECK,GOOD,35.1,51.5,55,DRY,0.417,1,1,cooling_green,0,1,0,1,synthetic_bootstrap_v1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
BALCONY_outdoor,10.03,3.86,2.6,9.0,MEDIUM,0.351,CARRY_BUCKETS,GOOD,28.6,41.9,79,MODERATE,0.493,1,2,food_garden,1,1,0,1,synthetic_bootstrap_v1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
BALCONY_outdoor,2.67,1.67,1.6,8.4,LOW,0.716,HOSE_ON_DECK,GOOD,37.5,53.8,69,DRY,0.752,1,0,ornamental_color,1,1,0,1,synthetic_bootstrap_v1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
BALCONY_outdoor,8.61,2.93,2.94,8.4,LOW,0.709,CARRY_BUCKETS,GOOD,37.0,51.9,59,MODERATE,0.644,0,3,minimal_low_care,0,1,0,0,synthetic_bootstrap_v1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1
ROOFTOP_indoor,6.59,3.21,2.05,2.6,HIGH,0.389,RAIN_ONLY,OK,30.6,37.9,70,MODERATE,0.826,0,3,food_garden,0,1,0,1,synthetic_bootstrap_v1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0
TERRACE_outdoor,2.52,1.44,1.75,7.5,LOW,0.816,CARRY_BUCKETS,OK,37.4,47.9,38,MODERATE,0.758,2,3,food_garden,1,0,0,1,synthetic_bootstrap_v1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
TERRACE_outdoor,1.69,1.46,1.16,9.9,LOW,0.309,SPOUT_NEAR,GOOD,34.8,51.8,71,DRY,0.955,0,1,cooling_green,0,0,0,1,synthetic_bootstrap_v1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
BALCONY_outdoor,6.28,2.94,2.14,5.8,MEDIUM,0.948,SPOUT_NEAR,OK,28.0,39.3,71,MODERATE,0.945,1,1,ornamental_color,0,1,0,1,synthetic_bootstrap_v1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
ROOFTOP_indoor,4.35,1.88,2.31,3.0,MEDIUM,0.501,RAIN_ONLY,GOOD,33.5,50.3,79,HEAVY,0.605,1,2,mixed_edible_ornamental,0,0,1,0,synthetic_bootstrap_v1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1
ROOFTOP_outdoor,5.23,2.35,2.23,6.0,LOW,0.18,HOSE_ON_DECK,OK,37.5,47.9,75,DRY,0.631,1,2,mixed_edible_ornamental,0,0,1,1,synthetic_bootstrap_v1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
ROOFTOP_outdoor,3.08,1.69,1.82,10.2,LOW,0.832,SPOUT_NEAR,OK,30.1,44.9,41,DRY,0.662,1,3,ornamental_color,0,1,0,1,synthetic_bootstrap_v1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
TERRACE_outdoor,3.89,2.15,1.81,7.4,LOW,0.159,HOSE_ON_DECK,POOR,31.0,40.3,49,MODERATE,0.91,3,1,food_garden,1,0,0,1,synthetic_bootstrap_v1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
ROOFTOP_outdoor,4.64,1.94,2.39,5.2,MEDIUM,0.929,SPOUT_NEAR,POOR,34.1,45.8,33,DRY,0.866,1,2,minimal_low_care,0,0,0,1,synthetic_bootstrap_v1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
TERRACE_outdoor,1.5,1.23,1.22,6.9,LOW,0.929,CARRY_BUCKETS,POOR,36.0,54.9,87,MODERATE,0.772,1,1,cooling_green,0,1,1,1,synthetic_bootstrap_v1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1
BALCONY_outdoor,2.98,1.88,1.59,8.6,MEDIUM,0.594,HOSE_ON_DECK,GOOD,38.4,56.3,68,MODERATE,0.792,3,1,cooling_green,1,1,1,1,synthetic_bootstrap_v1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1
BALCONY_indoor,7.28,2.41,3.02,3.1,MEDIUM,0.735,CARRY_BUCKETS,POOR,40.1,47.6,66,HEAVY,0.898,1,2,food_garden,1,1,0,1,synthetic_bootstrap_v1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
BALCONY_indoor,4.64,2.45,1.89,1.6,HIGH,0.815,SPOUT_NEAR,GOOD,34.3,40.6,42,MODERATE,0.766,3,2,ornamental_color,0,1,0,0,synthetic_bootstrap_v1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
BALCONY_outdoor,5.18,2.46,2.11,4.5,LOW,0.324,SPOUT_NEAR,POOR,32.0,47.4,78,MODERATE,0.42,1,2,ornamental_color,1,1,1,0,synthetic_bootstrap_v1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
BALCONY_indoor,7.4,2.73,2.71,2.5,MEDIUM,0.897,RAIN_ONLY,GOOD,35.5,48.9,71,MODERATE,0.812,0,2,cooling_green,0,1,0,1,synthetic_bootstrap_v1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
ROOFTOP_outdoor,3.94,1.97,2.0,7.3,LOW,0.173,HOSE_ON_DECK,POOR,29.3,38.6,47,HEAVY,0.723,2,1,minimal_low_care,0,0,0,0,synthetic_bootstrap_v1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ROOFTOP_outdoor,2.62,1.42,1.85,9.8,LOW,0.435,RAIN_ONLY,OK,33.0,43.7,75,MODERATE,0.899,1,2,food_garden,0,0,1,1,synthetic_bootstrap_v1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1
BALCONY_outdoor,4.57,2.12,2.16,4.1,MEDIUM,0.237,CARRY_BUCKETS,OK,35.1,51.2,46,DRY,0.612,2,0,food_garden,1,0,0,0,synthetic_bootstrap_v1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
TERRACE_outdoor,5.31,2.56,2.07,8.5,LOW,0.717,HOSE_ON_DECK,GOOD,33.4,47.3,42,MODERATE,0.917,1,0,mixed_edible_ornamental,1,1,0,0,synthetic_bootstrap_v1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ROOFTOP_outdoor,5.14,2.51,2.05,8.9,MEDIUM,0.101,RAIN_ONLY,GOOD,29.2,48.9,61,HEAVY,0.379,0,2,ornamental_color,1,1,0,1,synthetic_bootstrap_v1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ROOFTOP_outdoor,2.02,1.73,1.17,7.1,LOW,0.355,CARRY_BUCKETS,GOOD,39.5,52.8,59,MODERATE,0.545,2,2,minimal_low_care,0,0,0,1,synthetic_bootstrap_v1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0
TERRACE_outdoor,2.19,1.35,1.62,8.2,LOW,0.496,SPOUT_NEAR,POOR,37.5,54.5,80,MODERATE,0.82,0,0,food_garden,1,1,0,1,synthetic_bootstrap_v1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
TERRACE_outdoor,1.5,1.5,1.0,7.0,LOW,0.464,HOSE_ON_DECK,OK,30.2,48.2,76,HEAVY,0.398,1,1,ornamental_color,0,1,0,1,synthetic_bootstrap_v1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
ROOFTOP_outdoor,1.5,1.19,1.26,7.8,LOW,0.115,SPOUT_NEAR,OK,35.7,42.5,73,DRY,0.358,0,0,food_garden,1,0,1,1,synthetic_bootstrap_v1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
ROOFTOP_outdoor,2.79,2.0,1.4,7.9,LOW,0.216,SPOUT_NEAR,POOR,35.6,51.9,68,HEAVY,0.673,0,1,cooling_green,1,0,0,1,synthetic_bootstrap_v1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
